cutoff_q,城市,train_years,holdout_years,n_units,p_holdout_repeat_2021_2022,p_holdout_mean_2021_2022,p_holdout_ever_2021_2022,X_train_2018_2020,lambda_train_2018_2020,non_escape_train_2018_2020,lambda_denominator,delta_active_train_2018_2020,delta_all3_train_2018_2020,delta_denominator,train_bottom_share_mean,train_bottom_share_2020,p11_train_2018_2020,p11_denominator,pred_pathway_active,pred_pathway_all3,pred_exposure_only,pred_independence,pred_markov_pair,pred_last_state_markov
0.25,廊坊,2018-2020,2021-2022,226,0.22566371681415928,0.252212389380531,0.27876106194690264,0.3584070796460177,0.3013698630136986,0.6986301369863014,73,0.8596491228070176,0.5789473684210527,57,0.252212389380531,0.252212389380531,0.7368421052631579,114,0.21525097140961266,0.14496493992892281,0.3584070796460177,0.06361108935703658,0.18584070796460175,0.18584070796460175
0.25,张家口,2018-2020,2021-2022,27,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.48148148148148145,0.5384615384615384,0.46153846153846156,13,0.875,0.0,8,0.25925925925925924,0.25925925925925924,0.42857142857142855,14,0.19444444444444442,0.0,0.48148148148148145,0.0672153635116598,0.1111111111111111,0.1111111111111111
0.25,徐州,2018-2020,2021-2022,317,0.1608832807570978,0.25236593059936907,0.3438485804416404,0.38170347003154576,0.3611111111111111,0.6388888888888888,108,0.8375,0.4875,80,0.25236593059936907,0.25236593059936907,0.675,160,0.20423786365229585,0.11888472660357519,0.38170347003154576,0.06368856292728557,0.17034700315457413,0.17034700315457413
0.25,无锡,2018-2020,2021-2022,312,0.1794871794871795,0.25,0.32051282051282054,0.34615384615384615,0.30303030303030304,0.696969696969697,99,0.9078947368421053,0.6578947368421053,76,0.25,0.25,0.7628205128205128,156,0.2190375414059625,0.15872285609127718,0.34615384615384615,0.0625,0.1907051282051282,0.1907051282051282
0.25,沈阳,2018-2020,2021-2022,652,0.19171779141104295,0.25,0.30828220858895705,0.3128834355828221,0.2,0.8,190,0.9197530864197531,0.7592592592592593,162,0.25,0.25,0.843558282208589,326,0.23022040445353334,0.19004771642808457,0.3128834355828221,0.0625,0.21088957055214724,0.21088957055214724
0.25,石家庄,2018-2020,2021-2022,524,0.18893129770992367,0.25,0.3110687022900763,0.3606870229007634,0.30538922155688625,0.6946107784431137,167,0.8861788617886179,0.6585365853658537,123,0.25,0.25,0.7519083969465649,262,0.2220206765764691,0.1649878422265504,0.3606870229007634,0.0625,0.18797709923664122,0.18797709923664122
0.25,长春,2018-2020,2021-2022,442,0.167420814479638,0.251131221719457,0.334841628959276,0.3574660633484163,0.2826086956521739,0.7173913043478262,138,0.8272727272727273,0.5909090909090909,110,0.251131221719457,0.251131221719457,0.7387387387387387,222,0.21214833759590795,0.15153452685421998,0.3574660633484163,0.06306689052230707,0.18552036199095023,0.18552036199095023
0.3,上海,2018-2020,2021-2022,3292,0.27916160388821387,0.3001215066828676,0.3210814094775213,0.33232077764277035,0.0872865275142315,0.9127134724857685,1054,0.9683350357507661,0.9101123595505618,979,0.3001215066828676,0.3001215066828676,0.937753036437247,1976,0.2937092350281365,0.27604950254226757,0.33232077764277035,0.09007291877359452,0.2814398541919806,0.2814398541919806
0.3,丹东,2018-2020,2021-2022,57,0.17543859649122806,0.2982456140350877,0.42105263157894735,0.43859649122807015,0.391304347826087,0.6086956521739131,23,0.8333333333333334,0.4444444444444444,18,0.2982456140350877,0.2982456140350877,0.6470588235294118,34,0.22247648105771678,0.11865412323078228,0.43859649122807015,0.0889504462911665,0.19298245614035087,0.19298245614035087
0.3,保定,2018-2020,2021-2022,30,0.2,0.3,0.4,0.43333333333333335,0.2,0.8,10,0.75,0.75,8,0.3,0.3,0.7777777777777778,18,0.26,0.26,0.43333333333333335,0.09,0.23333333333333334,0.23333333333333334
0.3,北京,2018-2020,2021-2022,4426,0.28038861274288296,0.3000451875282422,0.3197017623136014,0.3300948938093086,0.09167842031029619,0.9083215796897038,1418,0.969811320754717,0.9041509433962264,1325,0.3000451875282422,0.3000451875282422,0.9359939759036144,2656,0.2907807737956253,0.27109367082269187,0.3300948938093086,0.09002711455885803,0.28084048802530504,0.28084048802530504
0.3,南京,2018-2020,2021-2022,497,0.2454728370221328,0.29979879275653926,0.35412474849094566,0.358148893360161,0.16470588235294117,0.8352941176470589,170,0.9527027027027027,0.8175675675675675,148,0.29979879275653926,0.29979879275653926,0.8825503355704698,298,0.28501022030433804,0.2445832387008858,0.358148893360161,0.08987931613827838,0.26458752515090544,0.26458752515090544
0.3,吉林,2018-2020,2021-2022,150,0.22,0.3,0.38,0.4533333333333333,0.3,0.7,60,0.8043478260869565,0.45652173913043476,46,0.3,0.3,0.7,90,0.2552463768115942,0.14486956521739128,0.4533333333333333,0.09,0.21,0.21
0.3,呼和浩特,2018-2020,2021-2022,109,0.26605504587155965,0.30275229357798167,0.3394495412844037,0.4036697247706422,0.225,0.775,40,0.8787878787878788,0.6666666666666666,33,0.30275229357798167,0.30275229357798167,0.803030303030303,66,0.27492354740061165,0.2085626911314985,0.4036697247706422,0.0916589512667284,0.24311926605504586,0.24311926605504586
0.3,哈尔滨,2018-2020,2021-2022,358,0.16201117318435754,0.3016759776536313,0.441340782122905,0.5139664804469274,0.45454545454545453,0.5454545454545454,154,0.8125,0.4583333333333333,96,0.3016759776536313,0.3016759776536313,0.5925925925925926,216,0.22778059928897917,0.12849162011173185,0.5139664804469274,0.09100839549327425,0.1787709497206704,0.1787709497206704
0.3,唐山,2018-2020,2021-2022,75,0.25333333333333335,0.30666666666666664,0.36,0.44,0.3225806451612903,0.6774193548387097,31,0.9130434782608695,0.5652173913043478,23,0.30666666666666664,0.30666666666666664,0.7391304347826086,46,0.27214586255259465,0.1684712482468443,0.44,0.09404444444444443,0.22666666666666663,0.22666666666666663
0.3,大连,2018-2020,2021-2022,1318,0.255690440060698,0.30045523520485584,0.34522003034901366,0.3596358118361153,0.16554809843400448,0.8344519015659955,447,0.9559585492227979,0.8497409326424871,386,0.30045523520485584,0.30045523520485584,0.88510101010101,792,0.2868820010993694,0.2550062231994395,0.3596358118361153,0.09027334836200525,0.26593323216995446,0.26593323216995446
0.3,天津,2018-2020,2021-2022,2635,0.2637571157495256,0.3001897533206831,0.3366223908918406,0.35332068311195447,0.15269804822043628,0.8473019517795637,871,0.9444444444444444,0.8630490956072352,774,0.3001897533206831,0.3001897533206831,0.888748419721871,1582,0.2827376763823562,0.25837040741917094,0.35332068311195447,0.09011388799873257,0.2667931688804554,0.2667931688804554
0.3,太原,2018-2020,2021-2022,92,0.20652173913043478,0.30434782608695654,0.40217391304347827,0.43478260869565216,0.32432432432432434,0.6756756756756757,37,0.9259259259259259,0.6296296296296297,27,0.30434782608695654,0.30434782608695654,0.75,56,0.272011141576359,0.1849675762719241,0.43478260869565216,0.09262759924385634,0.2282608695652174,0.2282608695652174
0.3,常州,2018-2020,2021-2022,69,0.21739130434782608,0.30434782608695654,0.391304347826087,0.42028985507246375,0.24,0.76,25,0.85,0.7,20,0.30434782608695654,0.30434782608695654,0.7857142857142857,42,0.27150724637681156,0.22359420289855067,0.42028985507246375,0.09262759924385634,0.2391304347826087,0.2391304347826087
0.3,廊坊,2018-2020,2021-2022,226,0.2610619469026549,0.3008849557522124,0.3407079646017699,0.4026548672566372,0.27906976744186046,0.7209302325581395,86,0.9130434782608695,0.6376811594202898,69,0.3008849557522124,0.3008849557522124,0.7794117647058824,136,0.2650438003883425,0.18510995582677892,0.4026548672566372,0.09053175659801083,0.23451327433628322,0.23451327433628322
0.3,张家口,2018-2020,2021-2022,27,0.25925925925925924,0.2962962962962963,0.3333333333333333,0.5185185185185185,0.5,0.5,14,0.8888888888888888,0.1111111111111111,9,0.2962962962962963,0.2962962962962963,0.5,16,0.23045267489711932,0.028806584362139915,0.5185185185185185,0.0877914951989026,0.14814814814814814,0.14814814814814814
0.3,徐州,2018-2020,2021-2022,317,0.2082018927444795,0.2996845425867508,0.3911671924290221,0.416403785488959,0.2892561983471074,0.7107438016528926,121,0.84,0.53,100,0.2996845425867508,0.2996845425867508,0.7315789473684211,190,0.2486033839977058,0.1568568970461715,0.416403785488959,0.08981082506543006,0.21924290220820192,0.21924290220820192
0.3,无锡,2018-2020,2021-2022,312,0.2403846153846154,0.30128205128205127,0.36217948717948717,0.40384615384615385,0.2672413793103448,0.7327586206896552,116,0.9032258064516129,0.6774193548387096,93,0.30128205128205127,0.30128205128205127,0.7872340425531915,188,0.2672841618892787,0.20046312141695904,0.40384615384615385,0.09077087442472057,0.23717948717948717,0.23717948717948717
0.3,沈阳,2018-2020,2021-2022,652,0.24386503067484663,0.3006134969325153,0.35736196319018404,0.3773006134969325,0.22413793103448276,0.7758620689655172,232,0.9381443298969072,0.7628865979381443,194,0.3006134969325153,0.3006134969325153,0.8367346938775511,392,0.2746260242214608,0.2233222614548143,0.3773006134969325,0.0903684745379954,0.25153374233128833,0.25153374233128833
0.3,石家庄,2018-2020,2021-2022,524,0.22709923664122136,0.29961832061068705,0.37213740458015265,0.42366412213740456,0.31,0.69,200,0.8947368421052632,0.6447368421052632,152,0.30025445292620867,0.3015267175572519,0.7515923566878981,314,0.2615568501406187,0.18847478907191642,0.42366412213740456,0.09015273650201686,0.22566895188084474,0.2266251762532212
0.3,长春,2018-2020,2021-2022,442,0.2081447963800905,0.3009049773755656,0.3936651583710407,0.4072398190045249,0.2125,0.7875,160,0.8308823529411765,0.6102941176470589,136,0.3009049773755656,0.3009049773755656,0.7857142857142857,266,0.26646509848283206,0.19572215198296514,0.4072398190045249,0.09054380540938964,0.23642533936651583,0.23642533936651583
