test,cutoff_q,left_out_city,n_rows,n_cities,pathway_mae,pathway_rmse,pathway_pearson,pathway_spearman,pathway_mean_signed_error,strict_pathway_mae,strict_pathway_rmse,strict_pathway_pearson,strict_pathway_spearman,strict_pathway_mean_signed_error,exposure_only_mae,exposure_only_rmse,exposure_only_pearson,exposure_only_spearman,exposure_only_mean_signed_error,independence_mae,independence_rmse,independence_pearson,independence_spearman,independence_mean_signed_error,markov_pair_mae,markov_pair_rmse,markov_pair_pearson,markov_pair_spearman,markov_pair_mean_signed_error,pathway_minus_exposure_mae,pathway_minus_markov_mae,pathway_beats_exposure_only,markov_beats_pathway
single_split_2018_2020_to_2021_2022,0.1,大连,19,19,0.021560418630113865,0.02861310593123655,0.6705742134890015,0.8105263157894737,0.021560418630113865,0.01709254592690626,0.02644232515219767,0.505553077930531,0.6473684210526316,-0.006418544711525267,0.11469045031777017,0.1304357547124505,-0.6703689217272288,-0.7310224486100445,0.11469045031777017,0.0491725844300553,0.05437329122775205,-0.13163037513760972,-0.09126810883006557,-0.048119952851107935,0.00934993856375846,0.01790035997729183,0.7363995283527734,0.763157894736842,0.00538197677597978,-0.09313003168765631,0.012210480066355405,True,True
single_split_2018_2020_to_2021_2022,0.1,天津,19,19,0.02178908645658552,0.028723409182839995,0.6651447262368498,0.8105263157894737,0.02178908645658552,0.01703098963821081,0.02644025333371526,0.4930494580882119,0.6315789473684211,-0.006480101000220715,0.11526871223433478,0.13062989402689584,-0.6626864025448088,-0.7362879164271636,0.11526871223433478,0.0488718289035567,0.05398350325307091,-0.12504104531332105,-0.07898201725678752,-0.04781919732460934,0.00948961282939826,0.017946189899260168,0.7295319732847813,0.7666666666666666,0.005521651041619578,-0.09347962577774926,0.012299473627187259,True,True
single_split_2018_2020_to_2021_2022,0.1,太原,19,19,0.021864153736352632,0.02875199480628332,0.6590592422076504,0.8070175438596491,0.021864153736352632,0.014450106385505564,0.023767974045461288,0.5848814377226761,0.7385964912280703,-0.0037439833106726254,0.11099318346521289,0.1280198536901545,-0.7684573027137848,-0.8714349237332223,0.11099318346521289,0.04876299684308962,0.05383389265678346,-0.3235971874057509,-0.2509872992826803,-0.047710365264142254,0.008299095284814914,0.016860990477699574,0.7883318493004552,0.8491228070175438,0.0071915453963497375,-0.08912902972886026,0.013565058451537718,True,True
single_split_2018_2020_to_2021_2022,0.1,常州,19,19,0.022148325376022997,0.028826327236444276,0.7045621464606467,0.8701754385964912,0.022148325376022997,0.015710183261412297,0.02573024053693758,0.5293309823651948,0.6456140350877193,-0.005004060186579356,0.1104211010853502,0.12746004214608941,-0.6830883888438455,-0.7450636961223622,0.1104211010853502,0.050208403049216165,0.055458218481291205,-0.15511776920342665,-0.09126810883006557,-0.04915577147026879,0.009347912981229866,0.01789954214511667,0.7543158160147373,0.7789473684210525,0.006142727699934784,-0.0882727757093272,0.012800412394793131,True,True
single_split_2018_2020_to_2021_2022,0.1,廊坊,19,19,0.021820376479798856,0.02873578073554111,0.6863379755108652,0.8456140350877193,0.021820376479798856,0.015879501645226134,0.025893979373146723,0.5311431458683101,0.6508771929824562,-0.005173378570393194,0.11262842778995319,0.1293418461642217,-0.6798036786271564,-0.7240018248538854,0.11262842778995319,0.04976969212779001,0.05504654822155318,-0.1518055473362201,-0.09302326476910529,-0.048717060548842644,0.009729301234471667,0.017976576203474166,0.7449583596059076,0.780701754385965,0.005761339446692984,-0.09080805131015433,0.012091075245327189,True,True
single_split_2018_2020_to_2021_2022,0.1,张家口,19,19,0.01980349389312896,0.02652989457792851,0.7167735026495664,0.8736842105263157,0.01980349389312896,0.015159289117840813,0.025040058052683983,0.49172516526905796,0.6333333333333333,-0.004453166043007873,0.10559018321095408,0.12059189572983006,-0.6774052089634558,-0.7240018248538854,0.10559018321095408,0.05141828204903315,0.05624209673287854,-0.021101986393560368,-0.02896007299415542,-0.050365650470085774,0.009729301234471667,0.017976576203474166,0.7334484569005776,0.7578947368421053,0.005761339446692984,-0.08578668931782511,0.010074192658657295,True,True
single_split_2018_2020_to_2021_2022,0.1,徐州,19,19,0.020860495551381385,0.028053569010323687,0.6791782398624733,0.8473684210526315,0.020860495551381385,0.016634424555453418,0.026361512330101273,0.5150200784485712,0.6614035087719298,-0.005928301480620479,0.10981472985622129,0.12681045899174445,-0.6778328098623315,-0.7441861181528423,0.10981472985622129,0.05076369868617395,0.05588118853757526,-0.16692270764201653,-0.13339185136701892,-0.04971106710722658,0.009397240799472498,0.01791821066630172,0.7406154117368445,0.7666666666666666,0.005429279011693816,-0.0889542343048399,0.011463254751908887,True,True
single_split_2018_2020_to_2021_2022,0.1,无锡,19,19,0.0206631929984421,0.027833456333077402,0.6915831475777711,0.8315789473684211,0.0206631929984421,0.016904303362855054,0.026427417621412302,0.5247546794814802,0.6596491228070176,-0.006606787275576474,0.1120566699405987,0.12892597044781068,-0.6846747022759926,-0.7275121367319649,0.1120566699405987,0.05023504233677859,0.05548099481863478,-0.1536177809402704,-0.09126810883006557,-0.049182410757831224,0.008970191922730773,0.017669425570828574,0.7491053518974174,0.7754385964912281,0.00500223013495209,-0.09139347694215659,0.011693001075711328,True,True
single_split_2018_2020_to_2021_2022,0.1,沈阳,19,19,0.021166820409829708,0.028340259600046117,0.681117466260391,0.8280701754385964,0.021166820409829708,0.016670110023775265,0.026373246872432466,0.5222900502423479,0.6508771929824562,-0.005963986948942325,0.11244269280805522,0.12921216765018356,-0.6829618445302551,-0.7240018248538854,0.11244269280805522,0.05002820673640728,0.05529750331017795,-0.15307070710236934,-0.09126810883006557,-0.048975575157459914,0.009285323191203987,0.017872103358142866,0.7449048611513618,0.763157894736842,0.005317361403425307,-0.09127587239822552,0.011881497218625721,True,True
single_split_2018_2020_to_2021_2022,0.1,石家庄,19,19,0.021881034735437677,0.028757906429914167,0.6658333101869415,0.8087719298245614,0.021881034735437677,0.016923943405771427,0.026430163627165885,0.48942270465970145,0.6333333333333333,-0.006587147232660099,0.1144737151961333,0.13035035896946848,-0.6685085683062073,-0.7433085401833224,0.1144737151961333,0.04883681947649789,0.05393587656137837,-0.13884682211436233,-0.11935060385470113,-0.047784187897550526,0.00962885928991562,0.0179712439441185,0.7314911922511452,0.7754385964912281,0.005861781391249032,-0.09259268046069562,0.012252175445522057,True,True
single_split_2018_2020_to_2021_2022,0.1,长春,19,19,0.021355326317391333,0.02848415722215245,0.6765400534420539,0.8456140350877193,0.021355326317391333,0.016255229068269927,0.026179469842352088,0.5135113103005217,0.6333333333333333,-0.005549105993436989,0.10990337947461475,0.12690906923749953,-0.6782538598432531,-0.7494515859699615,0.10990337947461475,0.05076277219081863,0.05588057280848665,-0.15904472480618279,-0.09477842070814503,-0.04971014061187126,0.009491149293533346,0.01794657854318846,0.7408077346943229,0.7649122807017543,0.005523187505754664,-0.08854805315722342,0.011864177023857987,True,True
single_split_2018_2020_to_2021_2022,0.15,__FULL_SAMPLE__,20,20,0.022138440370951598,0.025663745079221992,0.8141864790606382,0.7999999999999999,0.02200772141670323,0.023410048845262363,0.0346253233797779,0.6603463129968848,0.6857142857142857,-0.019030235999220185,0.13588048133551298,0.15129898485506413,-0.7810196877964678,-0.7729323308270677,0.13588048133551298,0.07896027189055066,0.08235260788227176,-0.44069740633887533,-0.5984962406015037,-0.07896027189055066,0.012636925349895082,0.017650828281054857,0.7444931196226324,0.7368421052631579,0.0008907626917549104,-0.11374204096456138,0.009501515021056516,True,True
single_split_2018_2020_to_2021_2022,0.15,上海,19,19,0.02289115821372039,0.02626899390445709,0.7992939969204171,0.7719298245614035,0.022753559314511583,0.02447324728690718,0.03551720184782854,0.6194198527509528,0.6385964912280702,-0.01986291797528383,0.14143331347333526,0.15507297335526576,-0.7508272914665639,-0.7350877192982455,0.14143331347333526,0.07704282012893338,0.08023772580883626,-0.418888305611532,-0.543859649122807,-0.07704282012893338,0.013238075798380317,0.01810722216009776,0.7124590286325805,0.6982456140350877,0.0008736940529696117,-0.11854215525961487,0.009653082415340073,True,True
