城市,community_id,first_exposure_year,available_years_after_first,bottom_years_total,longest_bottom_streak,persistent_bottom_3plus,immediate_repeat_after_first,any_repeat_after_first,reentry_after_gap,eligible_one_step,path_one_shot,path_short_repeat_nonpersistent,path_continuous_persistent,path_fragmented_persistent
上海,上海||嘉定||丰庄||锦银休闲广场,2018,4,1,1,False,False,False,False,True,True,False,False,False
上海,上海||嘉定||南翔||新城公馆,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||南翔||海伦堡爱ME城市,2018,4,4,3,True,False,True,True,True,False,False,True,False
上海,上海||嘉定||南翔||骏丰嘉峰汇,2021,1,2,2,False,True,True,False,True,False,True,False,False
上海,上海||嘉定||嘉定新城||合景峰汇(嘉定),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定新城||合景理想家,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定新城||好世商业广场,2020,2,3,3,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定新城||新城金郡（商住）,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定新城||新城香溢澜庭,2019,3,3,3,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定新城||绿地卡米公社,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定新城||育兰二村,2018,4,4,4,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定新城||龙湖蔚澜香醍,2018,4,2,2,False,True,True,False,True,False,True,False,False
上海,上海||嘉定||嘉定老城||南苑一村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||南苑七村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||南苑二村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||南苑八村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||南苑四村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||叶城三街坊,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||嘉丰佳苑,2018,4,4,4,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||城南新村,2020,2,3,3,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||塔城路800弄,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||塔城路850弄,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||李园一村,2020,2,3,3,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||李园二村,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||桃园小区(嘉定),2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||梅园新村(嘉定),2020,2,2,1,False,False,True,True,True,False,True,False,False
上海,上海||嘉定||嘉定老城||民乐社区南苑六村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||浦发香舍(公寓),2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||嘉定||嘉定老城||疁南小区,2019,3,3,3,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||嘉定老城||红土天阶,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||外冈||上海庄园三期,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||外冈||上海院子,2019,3,3,3,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||外冈||外冈佳苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||外冈||外冈新苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||外冈||河畔艺墅(公寓),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||安亭||安亭中央公园,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||嘉定||安亭||安亭瑞仕华庭(别墅),2018,4,3,2,True,False,True,True,True,False,False,False,True
上海,上海||嘉定||安亭||底特律财富天地,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||安亭||水仙小区,2019,3,3,3,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||安亭||玉兰一村,2019,3,3,3,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||安亭||玉兰二村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||安亭||紫荆三村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||安亭||紫荆二村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||安亭||紫荆四村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||安亭||红梅小区(嘉定),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||安亭||绿地新里米兰公寓,2018,4,1,1,False,False,False,False,True,True,False,False,False
上海,上海||嘉定||安亭||芙蓉新村,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||安亭||西上海御庭,2018,4,4,4,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||安亭||金桂一村,2018,4,4,4,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||徐行||中茂世纪财富广场,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||徐行||天居玲珑湾,2018,4,4,4,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||江桥||MAX未来,2021,1,2,2,False,True,True,False,True,False,True,False,False
上海,上海||嘉定||江桥||YOHO街区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||菊园新区||嘉富小区,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||菊园新区||嘉邦小区,2020,2,3,3,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||菊园新区||宝菊新家园,2021,1,1,1,False,False,False,False,True,True,False,False,False
上海,上海||嘉定||菊园新区||日月光伯爵公馆,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||菊园新区||竹园公寓,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||嘉定||菊园新区||竹园小区(嘉定),2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||奉贤||南桥||九华新园,2018,4,3,2,True,False,True,True,True,False,False,False,True
上海,上海||奉贤||南桥||九华苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||众旺苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||古华A区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||古华B区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||古华新村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||合景万景峰,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||奉浦苑,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||招商南桥雅苑,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||普康苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||正阳世纪星城丽骏湾,2019,3,1,1,False,False,False,False,True,True,False,False,False
上海,上海||奉贤||南桥||正阳世纪星城文华苑,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||正阳世纪星城米兰风尚,2020,2,2,2,False,True,True,False,True,False,True,False,False
上海,上海||奉贤||南桥||江海二村(奉贤),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||江海新村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||江海花园,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||绿地观邸,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||育秀七区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||育秀三区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||育秀九区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||育秀二区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||育秀五区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||育秀八区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||育秀六区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||育秀十一区,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||解放新村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||贝港北区（一区）,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||贝港花苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||运河新村(南桥),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||金水新苑,2018,4,4,4,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||金水苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||阳光四季园,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||阳光园(一期),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||南桥||阳光家园,2020,2,3,3,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||奉贤金汇||天和前滩时代,2018,4,4,4,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||奉贤金汇||天和尚上海,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||奉贤金汇||朗诗未来街区,2019,3,2,2,False,True,True,False,True,False,True,False,False
上海,上海||奉贤||奉贤金汇||金碧汇虹苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||奉贤金汇||金碧苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||柘林||海韵馨苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||海湾||佳兆业珊瑚湾(公寓),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||海湾||佳源梦想广场,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||海湾||嘉业海悦苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||海湾||招商海廷(五期),2020,2,2,2,False,True,True,False,True,False,True,False,False
上海,上海||奉贤||海湾||招商海廷(四期),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||海湾||棕榈滩海景城,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||海湾||海尚墅林苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||海湾||海湾国际名苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||海湾||海湾艺墅,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||海湾||绿地香颂(奉贤)(公寓),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||海湾||绿地香颂(奉贤)(别墅),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||大桥公寓,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||巨龙台湾城,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||文怡花园,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||新南家园,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||果园小区,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||水岸家苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||水帘洞小区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||水闸小区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||浦江花园,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||澳洲国际花园(公寓),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||祥和花园,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||闸园二村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||闸园新村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||鸿吉苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||鸿宝一村(北区),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||鸿宝一村(南区),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||奉贤||西渡||鸿宝二村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||宝山||上大||绿地领海(商业类),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||宝山||上大||金地艺境(商业类),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||宝山||共康||卓越时代广场,2020,2,2,2,False,True,True,False,True,False,True,False,False
上海,上海||宝山||大场镇||和泰苑,2018,4,1,1,False,False,False,False,True,True,False,False,False
上海,上海||宝山||月浦||富锦路1659弄,2021,1,1,1,False,False,False,False,True,True,False,False,False
上海,上海||宝山||月浦||月浦七村,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||宝山||月浦||月浦二村,2021,1,1,1,False,False,False,False,True,True,False,False,False
上海,上海||宝山||月浦||月浦六村,2021,1,1,1,False,False,False,False,True,True,False,False,False
上海,上海||宝山||月浦||月浦四村,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||宝山||月浦||阳光美林,2018,4,3,2,True,False,True,True,True,False,False,False,True
上海,上海||宝山||罗店||上置香岛原墅(公寓),2022,0,1,1,False,,,,False,True,False,False,False
上海,上海||宝山||罗店||上置香岛原墅(别墅),2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||宝山||罗店||富丽苑,2019,3,2,2,False,True,True,False,True,False,True,False,False
上海,上海||宝山||罗店||罗南一村,2021,1,1,1,False,False,False,False,True,True,False,False,False
上海,上海||宝山||罗店||罗南二村,2018,4,2,1,False,False,True,True,True,False,True,False,False
上海,上海||宝山||罗店||铂珏公馆,2022,0,1,1,False,,,,False,True,False,False,False
上海,上海||宝山||顾村||上坤乐城,2018,4,2,1,False,False,True,True,True,False,True,False,False
上海,上海||宝山||顾村||中铁青秀城东区,2018,4,1,1,False,False,False,False,True,True,False,False,False
上海,上海||宝山||顾村||绿地公园广场,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||宝山||顾村||龙湖北城天街,2020,2,2,2,False,True,True,False,True,False,True,False,False
上海,上海||徐汇||龙华||强生花苑,2021,1,1,1,False,False,False,False,True,True,False,False,False
上海,上海||普陀||桃浦||同进理想城,2021,1,2,2,False,True,True,False,True,False,True,False,False
上海,上海||普陀||武宁||江南名庐,2018,4,1,1,False,False,False,False,True,True,False,False,False
上海,上海||普陀||真如||曹杨五月天,2022,0,1,1,False,,,,False,True,False,False,False
上海,上海||普陀||长征||上河湾,2022,0,1,1,False,,,,False,True,False,False,False
上海,上海||杨浦||黄兴公园||海上硕和城,2019,3,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||佘山||佘山假日半岛,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||松江||新桥||万宇阳光苑,2019,3,2,2,False,True,True,False,True,False,True,False,False
上海,上海||松江||新桥||华泽新苑,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||新桥||新乐名苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||松江||新桥||新乐雅苑,2019,3,3,3,True,True,True,False,True,False,False,True,False
上海,上海||松江||新桥||新桥首府,2019,3,3,2,True,True,True,True,True,False,False,False,True
上海,上海||松江||新桥||晨星东区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||松江||新桥||晨星小区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||松江||新桥||海派青城,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||松江大学城||御上海青橙,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||松江||松江大学城||松云水苑(公寓),2018,4,2,1,False,False,True,True,True,False,True,False,False
上海,上海||松江||松江新城||东明花苑,2019,3,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||松江新城||名庭花苑,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||松江新城||大江苑,2018,4,2,1,False,False,True,True,True,False,True,False,False
上海,上海||松江||松江新城||天虹一村,2018,4,4,4,True,True,True,False,True,False,False,True,False
上海,上海||松江||松江新城||天虹二村,2020,2,2,1,False,False,True,True,True,False,True,False,False
上海,上海||松江||松江新城||天虹六村,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||松江新城||天虹四村,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||松江新城||开元地中海,2020,2,3,3,True,True,True,False,True,False,False,True,False
上海,上海||松江||松江新城||明丰公寓,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||松江新城||江诚苑,2020,2,2,2,False,True,True,False,True,False,True,False,False
上海,上海||松江||松江新城||湖畔尚品,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||松江||松江新城||珠江新城,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||松江新城||福都广场锋尚99,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||松江||松江老城||万科红人馆,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||松江||松江老城||月厦新天地,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||松江||松江老城||松乐苑,2019,3,2,2,False,True,True,False,True,False,True,False,False
上海,上海||松江||松江老城||白洋苑,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||松江||松江老城||蓝天新村,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||松江||松江老城||西林小区,2020,2,2,2,False,True,True,False,True,False,True,False,False
上海,上海||松江||松江老城||谷北小区,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||松江老城||通波小区,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||松江老城||高乐小区,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||泗泾||三湘青年,2018,4,4,3,True,True,True,True,True,False,False,True,False
上海,上海||松江||泗泾||兰花清苑,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||泗泾||塘和家园德宁苑,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||泗泾||塘和家园德悦苑,2018,4,3,3,True,True,True,False,True,False,False,True,False
上海,上海||松江||泗泾||塘和家园桂花锦苑,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||泗泾||塘和家园登云苑,2018,4,3,3,True,True,True,False,True,False,False,True,False
上海,上海||松江||泗泾||新凯城尚樱苑,2018,4,2,1,False,False,True,True,True,False,True,False,False
上海,上海||松江||泗泾||新凯城银杏苑,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||泗泾||水仙雅苑,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||泗泾||润江花苑,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||泗泾||牡丹逸庭,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||泗泾||紫薇茗庭,2018,4,3,3,True,True,True,False,True,False,False,True,False
上海,上海||松江||泗泾||茉莉雅苑,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||松江||莘闵别墅||雅仕轩,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||浦东||万祥镇||凯德新视界(一期),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||万祥镇||凯德新视界(二期),2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||临港新城||临港海滨国际花园,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||临港新城||海芦镜湖苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||临港新城||绿地东岸涟城,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||临港新城||绿地蓝海庭,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||书院镇||丽泽兰馨苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||书院镇||丽泽梅傲苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||书院镇||丽泽荷亭苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||书院镇||丽泽菊清苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||书院镇||书院一号公寓,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||书院镇||新舒苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||唐镇||华昌小区,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||浦东||唐镇||宏伟新村,2018,4,2,1,False,False,True,True,True,False,True,False,False
上海,上海||浦东||唐镇||金枫公寓,2018,4,2,2,False,True,True,False,True,False,True,False,False
上海,上海||浦东||宣桥||欣兰苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||宣桥||欣春苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||宣桥||欣松苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||宣桥||欣梅苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||宣桥||欣秋苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||宣桥||欣荷苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||宣桥||欣菊苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||宣桥||艺泰安邦,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||川沙||东都豪苑,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||浦东||川沙||凌港城,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||浦东||川沙||和憬家园,2019,3,1,1,False,False,False,False,True,True,False,False,False
上海,上海||浦东||川沙||天环苑,2019,3,2,2,False,True,True,False,True,False,True,False,False
上海,上海||浦东||川沙||思凡花苑一街坊,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||川沙||思凡花苑二街坊,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||川沙||新建路40弄,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||浦东||川沙||施湾家园,2019,3,3,3,True,True,True,False,True,False,False,True,False
上海,上海||浦东||川沙||晨阳小区,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||川沙||海霞佳苑,2018,4,4,4,True,True,True,False,True,False,False,True,False
上海,上海||浦东||川沙||玉兰苑(川沙),2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||浦东||川沙||百欣苑,2019,3,3,3,True,True,True,False,True,False,False,True,False
上海,上海||浦东||川沙||盛泰家园,2018,4,4,4,True,True,True,False,True,False,False,True,False
上海,上海||浦东||张江||展想悦廷,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||东方听潮豪园,2022,0,1,1,False,,,,False,True,False,False,False
上海,上海||浦东||惠南||丹桂佳苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||人生港湾南欧城,2020,2,1,1,False,False,False,False,True,True,False,False,False
上海,上海||浦东||惠南||听潮一村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||听潮二村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||听潮五村,2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||听潮六村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||听潮四村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||听潮民乐苑,2018,4,4,4,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||布鲁斯小镇(一期)(别墅),2021,1,2,2,False,True,True,False,True,False,True,False,False
上海,上海||浦东||惠南||布鲁斯小镇(二期),2018,4,4,4,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||布鲁斯小镇(绿地·皇家官邸),2019,3,2,2,False,True,True,False,True,False,True,False,False
上海,上海||浦东||惠南||彩虹雅苑,2018,4,3,3,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||德盈佳园,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||惠康苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||惠康苑西苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||惠益新苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||惠益新苑南苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||桃源二村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||桃花源一村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||梅花新村(惠南),2019,3,4,4,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||民乐城丽园,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||民乐城惠益绿苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||江南清漪园,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||泰燕华庭,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||海燕二村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||申云小区,2018,4,4,4,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||绿地峰汇,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||育新新村,2018,4,4,3,True,True,True,True,True,False,False,True,False
上海,上海||浦东||惠南||荡湾新村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||莎海惠晨苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||西北新村,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||锦绣汇丽苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||惠南||龙源星城,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||新场||汇锦城(一期),2018,4,3,3,True,True,True,False,True,False,False,True,False
上海,上海||浦东||泥城镇||东亚阳光里,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||泥城镇||丽都华庭,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||泥城镇||乾耀东港,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||泥城镇||云帆佳苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
上海,上海||浦东||泥城镇||云帆名苑,2018,4,5,5,True,True,True,False,True,False,False,True,False
