cutoff_q,origin_year,train_years,holdout_years,城市,n_units,p_holdout_repeat,p_holdout_mean,p_holdout_ever,X_train,lambda_train,non_escape_train,lambda_denominator,delta_active_train,delta_all_train,delta_denominator,train_bottom_share_mean,train_bottom_share_last,p11_train,p11_denominator,pred_pathway_active,pred_pathway_all3,pred_exposure_only,pred_independence,pred_markov_pair,pred_last_state_markov
0.1,2014,2014-2016,2017-2018,上海,206,0.06796116504854369,0.10194174757281553,0.13592233009708737,0.16990291262135923,0.41379310344827586,0.5862068965517242,29,0.75,0.4,20,0.10194174757281553,0.10194174757281553,0.5952380952380952,42,0.07469869434214932,0.03983930364914631,0.16990291262135923,0.010392119898199641,0.06067961165048543,0.06067961165048543
0.1,2014,2014-2016,2017-2018,北京,4285,0.08564760793465577,0.1001166861143524,0.11458576429404901,0.14282380396732788,0.1976284584980237,0.8023715415019763,506,0.76,0.5882352941176471,425,0.1001166861143524,0.1001166861143524,0.7645687645687645,858,0.08709429437185512,0.06741044456025938,0.14282380396732788,0.010023350838519763,0.0765460910151692,0.0765460910151692
0.1,2014,2014-2016,2017-2018,南京,553,0.054249547920433995,0.10126582278481013,0.14828209764918626,0.1844484629294756,0.5121951219512195,0.4878048780487805,82,0.72,0.32,50,0.10126582278481013,0.10126582278481013,0.5,112,0.06478189917523045,0.02879195518899131,0.1844484629294756,0.01025476686428457,0.05063291139240506,0.05063291139240506
0.1,2014,2014-2016,2017-2018,大连,126,0.07936507936507936,0.10317460317460317,0.12698412698412698,0.15079365079365079,0.3888888888888889,0.6111111111111112,18,1.0,0.6666666666666666,12,0.10317460317460317,0.10317460317460317,0.7307692307692307,26,0.09215167548500883,0.06143445032333922,0.15079365079365079,0.010644998740236835,0.07539682539682539,0.07539682539682539
0.1,2014,2014-2016,2017-2018,天津,746,0.06702412868632708,0.10053619302949061,0.13404825737265416,0.15013404825737264,0.3368421052631579,0.6631578947368422,95,0.8285714285714286,0.6142857142857143,70,0.10053619302949061,0.10053619302949061,0.7066666666666667,150,0.08249470862141951,0.0611598701848455,0.15013404825737264,0.010107526108862997,0.0710455764075067,0.0710455764075067
0.1,2014,2014-2016,2017-2018,廊坊,46,0.043478260869565216,0.10869565217391304,0.17391304347826086,0.17391304347826086,0.16666666666666666,0.8333333333333334,6,0.5,0.16666666666666666,6,0.10869565217391304,0.10869565217391304,0.6,10,0.07246376811594203,0.024154589371980676,0.17391304347826086,0.011814744801512287,0.06521739130434782,0.06521739130434782
0.1,2015,2015-2017,2018-2019,上海,687,0.08151382823871907,0.10043668122270742,0.11935953420669577,0.16593886462882096,0.4536082474226804,0.5463917525773196,97,0.8524590163934426,0.5245901639344263,61,0.10043668122270742,0.10043668122270742,0.6159420289855072,138,0.07729043618675521,0.04756334534569552,0.16593886462882096,0.01008752693503175,0.061863173216885003,0.061863173216885003
0.1,2015,2015-2017,2018-2019,北京,4865,0.08776978417266187,0.1001027749229188,0.11243576567317574,0.13484069886947586,0.2928452579034942,0.7071547420965059,601,0.9310344827586207,0.7349137931034483,464,0.1001027749229188,0.1001027749229188,0.7864476386036962,974,0.08877715414121495,0.07007641102350533,0.13484069886947586,0.010020565547268542,0.07872559095580678,0.07872559095580678
0.1,2015,2015-2017,2018-2019,南京,1003,0.08574277168494517,0.10069790628115653,0.1156530408773679,0.16550348953140578,0.49640287769784175,0.5035971223021583,139,0.8505747126436781,0.5747126436781609,87,0.10069790628115653,0.10069790628115653,0.594059405940594,202,0.07089291952143238,0.047900621298265125,0.16550348953140578,0.010140068329408584,0.05982053838484546,0.05982053838484546
0.1,2015,2015-2017,2018-2019,大连,766,0.09138381201044386,0.10052219321148825,0.10966057441253264,0.13185378590078328,0.23655913978494625,0.7634408602150538,93,0.9078947368421053,0.7105263157894737,76,0.10052219321148825,0.10052219321148825,0.8116883116883117,154,0.09139101543971949,0.07152340338760656,0.13185378590078328,0.010104711328047775,0.08159268929503917,0.08159268929503917
0.1,2015,2015-2017,2018-2019,天津,1359,0.08314937454010302,0.10007358351729213,0.11699779249448124,0.15011037527593818,0.37777777777777777,0.6222222222222222,180,0.896,0.632,125,0.10007358351729213,0.10007358351729213,0.7022058823529411,272,0.08368820210939416,0.05903007113073338,0.15011037527593818,0.010014722117992444,0.07027225901398086,0.07027225901398086
0.1,2015,2015-2017,2018-2019,廊坊,64,0.078125,0.109375,0.140625,0.203125,0.5,0.5,10,0.6666666666666666,0.3333333333333333,6,0.109375,0.109375,0.5,14,0.06770833333333333,0.033854166666666664,0.203125,0.011962890625,0.0546875,0.0546875
