country,frame_type,frame_id,frame_name,window_start,window_end,cohort_type,lower_tail_q,persistent_min_count,min_transactions_per_unit_year,min_units_per_frame_year,n_units,n_exposed,n_repeat_exposed,n_persistent,escape_denominator,escape_numerator,X_exposure,lambda_immediate_escape,delta_repeat_deepening,P_observed,P_predicted_pathway,P_predicted_exposure_only,absolute_error_pathway,absolute_error_exposure_only,hardening_kernel
UK,lad,E07000080,,2018,2022,balanced,0.2,3,3,10,10,5,1,1,5,4,0.5,0.8,1.0,0.1,0.09999999999999998,0.5,2.7755575615628914e-17,0.4,0.19999999999999996
UK,lad,E07000083,,2018,2022,balanced,0.2,3,3,10,10,2,2,2,2,0,0.2,0.0,1.0,0.2,0.2,0.2,0.0,0.0,1.0
UK,lad,E07000084,,2018,2022,balanced,0.2,3,3,10,12,2,2,2,2,0,0.16666666666666666,0.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0
UK,lad,E07000085,,2018,2022,balanced,0.2,3,3,10,11,2,2,2,2,0,0.18181818181818182,0.0,1.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,1.0
UK,lad,E07000093,,2018,2022,balanced,0.2,3,3,10,10,3,2,2,3,1,0.3,0.3333333333333333,1.0,0.2,0.2,0.3,0.0,0.09999999999999998,0.6666666666666667
UK,lad,E07000094,,2018,2022,balanced,0.2,3,3,10,11,3,2,2,3,1,0.2727272727272727,0.3333333333333333,1.0,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.0,0.09090909090909088,0.6666666666666667
UK,lad,E07000099,,2018,2022,balanced,0.2,3,3,10,10,5,3,2,5,3,0.5,0.6,0.6666666666666666,0.2,0.13333333333333333,0.5,0.06666666666666668,0.3,0.26666666666666666
UK,lad,E07000110,,2018,2022,balanced,0.2,3,3,10,10,4,1,1,2,1,0.4,0.5,1.0,0.1,0.2,0.4,0.1,0.30000000000000004,0.5
UK,lad,E07000111,,2018,2022,balanced,0.2,3,3,10,11,3,2,2,3,1,0.2727272727272727,0.3333333333333333,1.0,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.0,0.09090909090909088,0.6666666666666667
UK,lad,E07000115,,2018,2022,balanced,0.2,3,3,10,11,4,3,1,4,1,0.36363636363636365,0.25,0.3333333333333333,0.09090909090909091,0.0909090909090909,0.36363636363636365,1.3877787807814457e-17,0.2727272727272727,0.25
UK,lad,E07000137,,2018,2022,balanced,0.2,3,3,10,12,3,3,3,3,1,0.25,0.3333333333333333,1.0,0.25,0.16666666666666669,0.25,0.08333333333333331,0.0,0.6666666666666667
UK,lad,E07000143,,2018,2022,balanced,0.2,3,3,10,14,4,2,2,4,3,0.2857142857142857,0.75,1.0,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.25
UK,lad,E07000146,,2018,2022,balanced,0.2,3,3,10,11,5,2,1,4,3,0.45454545454545453,0.75,0.5,0.09090909090909091,0.056818181818181816,0.45454545454545453,0.034090909090909095,0.36363636363636365,0.125
UK,lad,E07000147,,2018,2022,balanced,0.2,3,3,10,13,5,2,1,5,4,0.38461538461538464,0.8,0.5,0.07692307692307693,0.03846153846153846,0.38461538461538464,0.03846153846153847,0.3076923076923077,0.09999999999999998
UK,lad,E07000149,,2018,2022,balanced,0.2,3,3,10,13,3,2,2,3,1,0.23076923076923078,0.3333333333333333,1.0,0.15384615384615385,0.15384615384615388,0.23076923076923078,2.7755575615628914e-17,0.07692307692307693,0.6666666666666667
UK,lad,E07000179,,2018,2022,balanced,0.2,3,3,10,13,3,2,2,3,1,0.23076923076923078,0.3333333333333333,1.0,0.15384615384615385,0.15384615384615388,0.23076923076923078,2.7755575615628914e-17,0.07692307692307693,0.6666666666666667
UK,lad,E07000196,,2018,2022,balanced,0.2,3,3,10,16,5,4,2,5,3,0.3125,0.6,0.5,0.125,0.0625,0.3125,0.0625,0.1875,0.2
UK,lad,E07000197,,2018,2022,balanced,0.2,3,3,10,12,2,2,2,2,0,0.16666666666666666,0.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0
UK,lad,E07000198,,2018,2022,balanced,0.2,3,3,10,11,2,2,2,2,0,0.18181818181818182,0.0,1.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,1.0
UK,lad,E07000200,,2018,2022,balanced,0.2,3,3,10,11,3,2,1,3,2,0.2727272727272727,0.6666666666666666,0.5,0.09090909090909091,0.045454545454545456,0.2727272727272727,0.045454545454545456,0.1818181818181818,0.16666666666666669
UK,lad,E07000203,,2018,2022,balanced,0.2,3,3,10,11,4,2,2,4,3,0.36363636363636365,0.75,1.0,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.25
UK,lad,E07000209,,2018,2022,balanced,0.2,3,3,10,13,4,3,3,3,1,0.3076923076923077,0.3333333333333333,1.0,0.23076923076923078,0.20512820512820515,0.3076923076923077,0.025641025641025633,0.07692307692307693,0.6666666666666667
UK,lad,E07000210,,2018,2022,balanced,0.2,3,3,10,10,3,3,2,3,0,0.3,0.0,0.6666666666666666,0.2,0.19999999999999998,0.3,2.7755575615628914e-17,0.09999999999999998,0.6666666666666666
UK,lad,E07000215,,2018,2022,balanced,0.2,3,3,10,11,5,2,1,5,3,0.45454545454545453,0.6,0.5,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.0,0.36363636363636365,0.2
UK,lad,E07000221,,2018,2022,balanced,0.2,3,3,10,16,7,4,1,7,4,0.4375,0.5714285714285714,0.25,0.0625,0.046875,0.4375,0.015625,0.375,0.10714285714285715
UK,lad,E07000222,,2018,2022,balanced,0.2,3,3,10,9,3,2,2,3,1,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.22222222222222224,0.3333333333333333,2.7755575615628914e-17,0.1111111111111111,0.6666666666666667
UK,lad,E07000225,,2018,2022,balanced,0.2,3,3,10,12,3,2,2,3,1,0.25,0.3333333333333333,1.0,0.16666666666666666,0.16666666666666669,0.25,2.7755575615628914e-17,0.08333333333333334,0.6666666666666667
UK,lad,E07000234,,2018,2022,balanced,0.2,3,3,10,12,4,2,1,3,2,0.3333333333333333,0.6666666666666666,0.5,0.08333333333333333,0.05555555555555556,0.3333333333333333,0.02777777777777777,0.25,0.16666666666666669
UK,lad,E07000235,,2018,2022,balanced,0.2,3,3,10,11,5,1,1,4,3,0.45454545454545453,0.75,1.0,0.09090909090909091,0.11363636363636363,0.45454545454545453,0.02272727272727272,0.36363636363636365,0.25
UK,lad,E07000238,,2018,2022,balanced,0.2,3,3,10,16,5,4,3,5,2,0.3125,0.4,0.75,0.1875,0.140625,0.3125,0.046875,0.125,0.44999999999999996
UK,lad,E07000242,,2018,2022,balanced,0.2,3,3,10,12,4,2,1,3,1,0.3333333333333333,0.3333333333333333,0.5,0.08333333333333333,0.11111111111111112,0.3333333333333333,0.02777777777777779,0.25,0.33333333333333337
UK,lad,E07000244,,2018,2022,balanced,0.2,3,3,10,18,4,4,3,4,2,0.2222222222222222,0.5,0.75,0.16666666666666666,0.08333333333333333,0.2222222222222222,0.08333333333333333,0.05555555555555555,0.375
UK,lad,E07000245,,2018,2022,balanced,0.2,3,3,10,13,5,3,1,4,1,0.38461538461538464,0.25,0.3333333333333333,0.07692307692307693,0.09615384615384616,0.38461538461538464,0.019230769230769232,0.3076923076923077,0.25
UK,lad,E08000003,,2018,2022,balanced,0.2,3,3,10,21,7,4,4,7,3,0.3333333333333333,0.42857142857142855,1.0,0.19047619047619047,0.19047619047619047,0.3333333333333333,0.0,0.14285714285714285,0.5714285714285714
UK,lad,E08000006,,2018,2022,balanced,0.2,3,3,10,10,5,2,1,4,3,0.5,0.75,0.5,0.1,0.0625,0.5,0.037500000000000006,0.4,0.125
UK,lad,E08000007,,2018,2022,balanced,0.2,3,3,10,10,2,2,2,2,0,0.2,0.0,1.0,0.2,0.2,0.2,0.0,0.0,1.0
UK,lad,E08000009,,2018,2022,balanced,0.2,3,3,10,9,3,2,1,3,2,0.3333333333333333,0.6666666666666666,0.5,0.1111111111111111,0.05555555555555556,0.3333333333333333,0.055555555555555546,0.2222222222222222,0.16666666666666669
UK,lad,E08000010,,2018,2022,balanced,0.2,3,3,10,11,4,3,2,4,2,0.36363636363636365,0.5,0.6666666666666666,0.18181818181818182,0.12121212121212122,0.36363636363636365,0.06060606060606061,0.18181818181818182,0.3333333333333333
UK,lad,E08000011,,2018,2022,balanced,0.2,3,3,10,12,3,2,2,3,2,0.25,0.6666666666666666,1.0,0.16666666666666666,0.08333333333333334,0.25,0.08333333333333331,0.08333333333333334,0.33333333333333337
UK,lad,E08000012,,2018,2022,balanced,0.2,3,3,10,24,6,4,4,5,1,0.25,0.2,1.0,0.16666666666666666,0.2,0.25,0.033333333333333354,0.08333333333333334,0.8
UK,lad,E08000014,,2018,2022,balanced,0.2,3,3,10,13,3,3,3,3,1,0.23076923076923078,0.3333333333333333,1.0,0.23076923076923078,0.15384615384615388,0.23076923076923078,0.0769230769230769,0.0,0.6666666666666667
UK,lad,E08000015,,2018,2022,balanced,0.2,3,3,10,13,3,3,2,3,1,0.23076923076923078,0.3333333333333333,0.6666666666666666,0.15384615384615385,0.10256410256410259,0.23076923076923078,0.051282051282051266,0.07692307692307693,0.4444444444444445
UK,lad,E08000017,,2018,2022,balanced,0.2,3,3,10,15,4,3,3,4,1,0.26666666666666666,0.25,1.0,0.2,0.2,0.26666666666666666,0.0,0.06666666666666665,0.75
UK,lad,E08000018,,2018,2022,balanced,0.2,3,3,10,12,3,3,3,3,1,0.25,0.3333333333333333,1.0,0.25,0.16666666666666669,0.25,0.08333333333333331,0.0,0.6666666666666667
UK,lad,E08000022,,2018,2022,balanced,0.2,3,3,10,10,2,2,2,2,0,0.2,0.0,1.0,0.2,0.2,0.2,0.0,0.0,1.0
UK,lad,E08000024,,2018,2022,balanced,0.2,3,3,10,11,2,2,2,2,0,0.18181818181818182,0.0,1.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,1.0
UK,lad,E08000025,,2018,2022,balanced,0.2,3,3,10,46,11,10,9,11,2,0.2391304347826087,0.18181818181818182,0.9,0.1956521739130435,0.1760869565217391,0.2391304347826087,0.019565217391304374,0.043478260869565216,0.7363636363636363
UK,lad,E08000027,,2018,2022,balanced,0.2,3,3,10,13,4,3,2,4,2,0.3076923076923077,0.5,0.6666666666666666,0.15384615384615385,0.10256410256410256,0.3076923076923077,0.051282051282051294,0.15384615384615385,0.3333333333333333
UK,lad,E08000028,,2018,2022,balanced,0.2,3,3,10,16,4,4,2,4,2,0.25,0.5,0.5,0.125,0.0625,0.25,0.0625,0.125,0.25
UK,lad,E08000029,,2018,2022,balanced,0.2,3,3,10,12,5,3,2,4,1,0.4166666666666667,0.25,0.6666666666666666,0.16666666666666666,0.20833333333333331,0.4166666666666667,0.04166666666666666,0.25,0.5
UK,lad,E08000030,,2018,2022,balanced,0.2,3,3,10,13,4,3,3,4,2,0.3076923076923077,0.5,1.0,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.5
UK,lad,E08000031,,2018,2022,balanced,0.2,3,3,10,12,3,2,2,2,0,0.25,0.0,1.0,0.16666666666666666,0.25,0.25,0.08333333333333334,0.08333333333333334,1.0
UK,lad,E08000032,,2018,2022,balanced,0.2,3,3,10,21,6,4,3,6,2,0.2857142857142857,0.3333333333333333,0.75,0.14285714285714285,0.14285714285714288,0.2857142857142857,2.7755575615628914e-17,0.14285714285714285,0.5
UK,lad,E08000033,,2018,2022,balanced,0.2,3,3,10,10,5,2,1,4,2,0.5,0.5,0.5,0.1,0.125,0.5,0.024999999999999994,0.4,0.25
UK,lad,E08000034,,2018,2022,balanced,0.2,3,3,10,19,5,4,3,5,2,0.2631578947368421,0.4,0.75,0.15789473684210525,0.11842105263157894,0.2631578947368421,0.039473684210526314,0.10526315789473684,0.44999999999999996
UK,lad,E08000035,,2018,2022,balanced,0.2,3,3,10,33,9,8,5,9,4,0.2727272727272727,0.4444444444444444,0.625,0.15151515151515152,0.0946969696969697,0.2727272727272727,0.05681818181818182,0.12121212121212119,0.3472222222222222
UK,lad,E08000036,,2018,2022,balanced,0.2,3,3,10,13,4,2,2,3,2,0.3076923076923077,0.6666666666666666,1.0,0.15384615384615385,0.10256410256410257,0.3076923076923077,0.05128205128205128,0.15384615384615385,0.33333333333333337
UK,lad,E08000037,,2018,2022,balanced,0.2,3,3,10,10,2,2,2,2,0,0.2,0.0,1.0,0.2,0.2,0.2,0.0,0.0,1.0
UK,lad,E08000039,,2018,2022,balanced,0.2,3,3,10,18,5,3,2,4,1,0.2777777777777778,0.25,0.6666666666666666,0.1111111111111111,0.1388888888888889,0.2777777777777778,0.02777777777777779,0.16666666666666669,0.5
UK,lad,E09000001,,2018,2022,balanced,0.2,3,3,10,9,5,0,0,3,3,0.5555555555555556,1.0,,0.0,,0.5555555555555556,,0.5555555555555556,
UK,lad,E09000003,,2018,2022,balanced,0.2,3,3,10,16,6,4,3,6,4,0.375,0.6666666666666666,0.75,0.1875,0.09375,0.375,0.09375,0.1875,0.25
UK,lad,E09000004,,2018,2022,balanced,0.2,3,3,10,13,5,2,2,5,4,0.38461538461538464,0.8,1.0,0.15384615384615385,0.07692307692307691,0.38461538461538464,0.07692307692307694,0.23076923076923078,0.19999999999999996
UK,lad,E09000005,,2018,2022,balanced,0.2,3,3,10,10,4,3,1,4,3,0.4,0.75,0.3333333333333333,0.1,0.03333333333333333,0.4,0.06666666666666668,0.30000000000000004,0.08333333333333333
UK,lad,E09000006,,2018,2022,balanced,0.2,3,3,10,13,4,2,2,4,2,0.3076923076923077,0.5,1.0,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.0,0.15384615384615385,0.5
UK,lad,E09000007,,2018,2022,balanced,0.2,3,3,10,23,7,5,4,7,3,0.30434782608695654,0.42857142857142855,0.8,0.17391304347826086,0.1391304347826087,0.30434782608695654,0.03478260869565217,0.13043478260869568,0.45714285714285713
UK,lad,E09000008,,2018,2022,balanced,0.2,3,3,10,10,3,3,3,3,1,0.3,0.3333333333333333,1.0,0.3,0.2,0.3,0.09999999999999998,0.0,0.6666666666666667
UK,lad,E09000009,,2018,2022,balanced,0.2,3,3,10,11,3,3,2,3,1,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.18181818181818182,0.12121212121212122,0.2727272727272727,0.06060606060606061,0.09090909090909088,0.4444444444444445
UK,lad,E09000010,,2018,2022,balanced,0.2,3,3,10,12,4,3,2,3,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.14814814814814814,0.3333333333333333,0.018518518518518517,0.16666666666666666,0.4444444444444445
UK,lad,E09000011,,2018,2022,balanced,0.2,3,3,10,11,4,2,2,3,1,0.36363636363636365,0.3333333333333333,1.0,0.18181818181818182,0.24242424242424246,0.36363636363636365,0.060606060606060635,0.18181818181818182,0.6666666666666667
UK,lad,E09000012,,2018,2022,balanced,0.2,3,3,10,10,5,2,1,5,3,0.5,0.6,0.5,0.1,0.1,0.5,0.0,0.4,0.2
UK,lad,E09000016,,2018,2022,balanced,0.2,3,3,10,10,4,3,1,3,2,0.4,0.6666666666666666,0.3333333333333333,0.1,0.04444444444444445,0.4,0.05555555555555555,0.30000000000000004,0.11111111111111112
UK,lad,E09000017,,2018,2022,balanced,0.2,3,3,10,10,3,2,1,2,0,0.3,0.0,0.5,0.1,0.15,0.3,0.04999999999999999,0.19999999999999998,0.5
UK,lad,E09000018,,2018,2022,balanced,0.2,3,3,10,13,4,2,2,3,1,0.3076923076923077,0.3333333333333333,1.0,0.15384615384615385,0.20512820512820515,0.3076923076923077,0.051282051282051294,0.15384615384615385,0.6666666666666667
UK,lad,E09000019,,2018,2022,balanced,0.2,3,3,10,11,5,1,0,5,5,0.45454545454545453,1.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.45454545454545453,0.0
UK,lad,E09000020,,2018,2022,balanced,0.2,3,3,10,11,4,2,2,3,2,0.36363636363636365,0.6666666666666666,1.0,0.18181818181818182,0.12121212121212123,0.36363636363636365,0.060606060606060594,0.18181818181818182,0.33333333333333337
UK,lad,E09000022,,2018,2022,balanced,0.2,3,3,10,13,5,3,2,5,3,0.38461538461538464,0.6,0.6666666666666666,0.15384615384615385,0.10256410256410256,0.38461538461538464,0.051282051282051294,0.23076923076923078,0.26666666666666666
UK,lad,E09000023,,2018,2022,balanced,0.2,3,3,10,13,2,2,2,2,0,0.15384615384615385,0.0,1.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.0,1.0
UK,lad,E09000026,,2018,2022,balanced,0.2,3,3,10,15,4,4,3,4,1,0.26666666666666666,0.25,0.75,0.2,0.15000000000000002,0.26666666666666666,0.04999999999999999,0.06666666666666665,0.5625
UK,lad,E09000027,,2018,2022,balanced,0.2,3,3,10,16,7,3,2,6,4,0.4375,0.6666666666666666,0.6666666666666666,0.125,0.09722222222222222,0.4375,0.027777777777777776,0.3125,0.22222222222222224
UK,lad,E09000028,,2018,2022,balanced,0.2,3,3,10,13,3,2,1,3,3,0.23076923076923078,1.0,0.5,0.07692307692307693,0.0,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.0
UK,lad,E09000029,,2018,2022,balanced,0.2,3,3,10,13,4,2,2,4,2,0.3076923076923077,0.5,1.0,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.0,0.15384615384615385,0.5
UK,lad,E09000033,,2018,2022,balanced,0.2,3,3,10,34,14,10,4,14,8,0.4117647058823529,0.5714285714285714,0.4,0.11764705882352941,0.07058823529411766,0.4117647058823529,0.04705882352941175,0.2941176470588235,0.17142857142857146
UK,lad,W06000001,,2018,2022,balanced,0.2,3,3,10,18,7,5,3,6,2,0.3888888888888889,0.3333333333333333,0.6,0.16666666666666666,0.15555555555555559,0.3888888888888889,0.011111111111111072,0.22222222222222224,0.4
UK,lad,W06000002,,2018,2022,balanced,0.2,3,3,10,24,9,6,4,8,2,0.375,0.25,0.6666666666666666,0.16666666666666666,0.1875,0.375,0.020833333333333343,0.20833333333333334,0.5
UK,lad,W06000003,,2018,2022,balanced,0.2,3,3,10,15,6,4,2,6,4,0.4,0.6666666666666666,0.5,0.13333333333333333,0.06666666666666668,0.4,0.06666666666666665,0.2666666666666667,0.16666666666666669
UK,lad,W06000008,,2018,2022,balanced,0.2,3,3,10,12,6,2,1,5,4,0.5,0.8,0.5,0.08333333333333333,0.04999999999999999,0.5,0.03333333333333334,0.4166666666666667,0.09999999999999998
UK,lad,W06000009,,2018,2022,balanced,0.2,3,3,10,20,6,4,4,6,3,0.3,0.5,1.0,0.2,0.15,0.3,0.05000000000000002,0.09999999999999998,0.5
UK,lad,W06000010,,2018,2022,balanced,0.2,3,3,10,18,6,2,2,5,3,0.3333333333333333,0.6,1.0,0.1111111111111111,0.13333333333333333,0.3333333333333333,0.022222222222222227,0.2222222222222222,0.4
UK,lad,W06000016,,2018,2022,balanced,0.2,3,3,10,12,4,2,2,3,1,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.22222222222222224,0.3333333333333333,0.05555555555555558,0.16666666666666666,0.6666666666666667
UK,lad,W06000023,,2018,2022,balanced,0.2,3,3,10,24,8,6,3,8,4,0.3333333333333333,0.5,0.5,0.125,0.08333333333333333,0.3333333333333333,0.04166666666666667,0.20833333333333331,0.25
UK,ttwa,E30000004,,2018,2022,available,0.2,3,3,10,10,3,2,2,2,0,0.3,0.0,1.0,0.2,0.3,0.3,0.09999999999999998,0.09999999999999998,1.0
UK,ttwa,E30000018,,2018,2022,available,0.2,3,3,10,25,8,5,4,8,3,0.32,0.375,0.8,0.16,0.16000000000000003,0.32,2.7755575615628914e-17,0.16,0.5
UK,ttwa,E30000029,,2018,2022,available,0.2,3,3,10,11,5,2,1,4,2,0.45454545454545453,0.5,0.5,0.09090909090909091,0.11363636363636363,0.45454545454545453,0.02272727272727272,0.36363636363636365,0.25
UK,ttwa,E30000061,,2018,2022,available,0.2,3,3,10,11,3,3,2,3,2,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.18181818181818182,0.06060606060606061,0.2727272727272727,0.12121212121212122,0.09090909090909088,0.22222222222222224
UK,ttwa,E30000070,,2018,2022,available,0.2,3,3,10,12,3,3,2,3,0,0.25,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.0,0.08333333333333334,0.6666666666666666
UK,ttwa,E30000093,,2018,2022,available,0.2,3,3,10,24,7,5,4,7,3,0.2916666666666667,0.42857142857142855,0.8,0.16666666666666666,0.13333333333333333,0.2916666666666667,0.033333333333333326,0.12500000000000003,0.45714285714285713
UK,ttwa,E30000108,,2018,2022,available,0.2,3,3,10,17,7,4,2,5,3,0.4117647058823529,0.6,0.5,0.11764705882352941,0.08235294117647059,0.4117647058823529,0.03529411764705882,0.2941176470588235,0.2
UK,ttwa,E30000110,,2018,2022,available,0.2,3,3,10,10,3,2,2,2,0,0.3,0.0,1.0,0.2,0.3,0.3,0.09999999999999998,0.09999999999999998,1.0
UK,ttwa,E30000135,,2018,2022,available,0.2,3,3,10,13,4,2,2,4,2,0.3076923076923077,0.5,1.0,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.0,0.15384615384615385,0.5
UK,ttwa,E30000161,,2018,2022,available,0.2,3,3,10,10,3,2,2,3,1,0.3,0.3333333333333333,1.0,0.2,0.2,0.3,0.0,0.09999999999999998,0.6666666666666667
UK,ttwa,E30000162,,2018,2022,available,0.2,3,3,10,11,3,3,2,3,0,0.2727272727272727,0.0,0.6666666666666666,0.18181818181818182,0.1818181818181818,0.2727272727272727,2.7755575615628914e-17,0.09090909090909088,0.6666666666666666
UK,ttwa,E30000163,,2018,2022,available,0.2,3,3,10,11,2,2,2,2,1,0.18181818181818182,0.5,1.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.5
UK,ttwa,E30000164,,2018,2022,available,0.2,3,3,10,15,4,3,3,4,2,0.26666666666666666,0.5,1.0,0.2,0.13333333333333333,0.26666666666666666,0.06666666666666668,0.06666666666666665,0.5
UK,ttwa,E30000166,,2018,2022,available,0.2,3,3,10,12,4,3,1,3,2,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.037037037037037035,0.3333333333333333,0.046296296296296294,0.25,0.11111111111111112
UK,ttwa,E30000168,,2018,2022,available,0.2,3,3,10,15,3,3,3,3,0,0.2,0.0,1.0,0.2,0.2,0.2,0.0,0.0,1.0
UK,ttwa,E30000169,,2018,2022,available,0.2,3,3,10,76,17,17,15,17,1,0.2236842105263158,0.058823529411764705,0.8823529411764706,0.19736842105263158,0.18575851393188852,0.2236842105263158,0.011609907120743057,0.02631578947368421,0.8304498269896193
UK,ttwa,E30000170,,2018,2022,available,0.2,3,3,10,12,3,3,1,3,2,0.25,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.02777777777777778,0.25,0.05555555555555555,0.16666666666666669,0.11111111111111112
UK,ttwa,E30000171,,2018,2022,available,0.2,3,3,10,10,3,2,2,3,2,0.3,0.6666666666666666,1.0,0.2,0.1,0.3,0.1,0.09999999999999998,0.33333333333333337
UK,ttwa,E30000173,,2018,2022,available,0.2,3,3,10,9,3,2,2,2,1,0.3333333333333333,0.5,1.0,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.05555555555555555,0.1111111111111111,0.5
UK,ttwa,E30000175,,2018,2022,available,0.2,3,3,10,20,6,4,3,6,3,0.3,0.5,0.75,0.15,0.11249999999999999,0.3,0.037500000000000006,0.15,0.375
UK,ttwa,E30000179,,2018,2022,available,0.2,3,3,10,14,3,2,2,3,1,0.21428571428571427,0.3333333333333333,1.0,0.14285714285714285,0.14285714285714288,0.21428571428571427,2.7755575615628914e-17,0.07142857142857142,0.6666666666666667
UK,ttwa,E30000180,,2018,2022,available,0.2,3,3,10,34,11,7,5,9,3,0.3235294117647059,0.3333333333333333,0.7142857142857143,0.14705882352941177,0.15406162464985998,0.3235294117647059,0.00700280112044821,0.17647058823529413,0.4761904761904763
UK,ttwa,E30000183,,2018,2022,available,0.2,3,3,10,13,2,2,2,2,0,0.15384615384615385,0.0,1.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.0,1.0
UK,ttwa,E30000184,,2018,2022,available,0.2,3,3,10,12,2,2,2,2,0,0.16666666666666666,0.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0
UK,ttwa,E30000186,,2018,2022,available,0.2,3,3,10,36,7,7,7,7,0,0.19444444444444445,0.0,1.0,0.19444444444444445,0.19444444444444445,0.19444444444444445,0.0,0.0,1.0
UK,ttwa,E30000188,,2018,2022,available,0.2,3,3,10,22,5,4,4,5,2,0.22727272727272727,0.4,1.0,0.18181818181818182,0.13636363636363635,0.22727272727272727,0.04545454545454547,0.04545454545454544,0.6
UK,ttwa,E30000189,,2018,2022,available,0.2,3,3,10,9,2,2,2,2,0,0.2222222222222222,0.0,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,1.0
UK,ttwa,E30000190,,2018,2022,available,0.2,3,3,10,13,3,2,2,3,2,0.23076923076923078,0.6666666666666666,1.0,0.15384615384615385,0.07692307692307694,0.23076923076923078,0.07692307692307691,0.07692307692307693,0.33333333333333337
UK,ttwa,E30000191,,2018,2022,available,0.2,3,3,10,14,3,2,2,3,1,0.21428571428571427,0.3333333333333333,1.0,0.14285714285714285,0.14285714285714288,0.21428571428571427,2.7755575615628914e-17,0.07142857142857142,0.6666666666666667
UK,ttwa,E30000193,,2018,2022,available,0.2,3,3,10,12,2,2,2,2,0,0.16666666666666666,0.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0
UK,ttwa,E30000195,,2018,2022,available,0.2,3,3,10,21,6,4,4,6,3,0.2857142857142857,0.5,1.0,0.19047619047619047,0.14285714285714285,0.2857142857142857,0.047619047619047616,0.09523809523809523,0.5
UK,ttwa,E30000196,,2018,2022,available,0.2,3,3,10,33,9,7,6,9,3,0.2727272727272727,0.3333333333333333,0.8571428571428571,0.18181818181818182,0.15584415584415584,0.2727272727272727,0.025974025974025983,0.09090909090909088,0.5714285714285715
UK,ttwa,E30000197,,2018,2022,available,0.2,3,3,10,16,3,3,3,3,0,0.1875,0.0,1.0,0.1875,0.1875,0.1875,0.0,0.0,1.0
UK,ttwa,E30000200,,2018,2022,available,0.2,3,3,10,18,3,3,3,3,0,0.16666666666666666,0.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0
UK,ttwa,E30000201,,2018,2022,available,0.2,3,3,10,15,4,3,3,4,1,0.26666666666666666,0.25,1.0,0.2,0.2,0.26666666666666666,0.0,0.06666666666666665,0.75
UK,ttwa,E30000202,,2018,2022,available,0.2,3,3,10,23,6,4,4,6,2,0.2608695652173913,0.3333333333333333,1.0,0.17391304347826086,0.1739130434782609,0.2608695652173913,2.7755575615628914e-17,0.08695652173913043,0.6666666666666667
UK,ttwa,E30000203,,2018,2022,available,0.2,3,3,10,17,3,3,3,3,0,0.17647058823529413,0.0,1.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.0,0.0,1.0
UK,ttwa,E30000204,,2018,2022,available,0.2,3,3,10,13,2,2,2,2,0,0.15384615384615385,0.0,1.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.0,1.0
UK,ttwa,E30000205,,2018,2022,available,0.2,3,3,10,10,2,2,2,2,0,0.2,0.0,1.0,0.2,0.2,0.2,0.0,0.0,1.0
